time,tair_month_HadGEM2-ES_rcp85
2032-06-30 00:00:00+00:00,29.258148
2032-07-31 00:00:00+00:00,31.643484
2032-08-31 00:00:00+00:00,30.905443
2032-09-30 00:00:00+00:00,29.318666
2032-10-31 00:00:00+00:00,21.864138
2032-11-30 00:00:00+00:00,11.722097
2032-12-31 00:00:00+00:00,10.494766
2033-01-31 00:00:00+00:00,7.4034157
2033-02-28 00:00:00+00:00,11.305099
2033-03-31 00:00:00+00:00,12.438281
2033-04-30 00:00:00+00:00,14.67824
2033-05-31 00:00:00+00:00,21.55699
2033-06-30 00:00:00+00:00,27.725147
2033-07-31 00:00:00+00:00,32.31243
2033-08-31 00:00:00+00:00,32.438145
2033-09-30 00:00:00+00:00,27.760225
2033-10-31 00:00:00+00:00,23.012247
2033-11-30 00:00:00+00:00,16.679878
2033-12-31 00:00:00+00:00,10.193983
2034-01-31 00:00:00+00:00,13.016137
2034-02-28 00:00:00+00:00,9.829355
2034-03-31 00:00:00+00:00,17.241419
2034-04-30 00:00:00+00:00,18.37358
2034-05-31 00:00:00+00:00,25.55186
2034-06-30 00:00:00+00:00,29.092392
2034-07-31 00:00:00+00:00,33.229553
2034-08-31 00:00:00+00:00,31.731737
2034-09-30 00:00:00+00:00,28.578264
2034-10-31 00:00:00+00:00,22.999664
2034-11-30 00:00:00+00:00,14.97969
2034-12-31 00:00:00+00:00,9.4870405
2035-01-31 00:00:00+00:00,10.179474
2035-02-28 00:00:00+00:00,13.117086
2035-03-31 00:00:00+00:00,14.719646
2035-04-30 00:00:00+00:00,19.20612
2035-05-31 00:00:00+00:00,23.629505
2035-06-30 00:00:00+00:00,29.09904
2035-07-31 00:00:00+00:00,31.216097
2035-08-31 00:00:00+00:00,33.22534
2035-09-30 00:00:00+00:00,28.060265
2035-10-31 00:00:00+00:00,22.975445
2035-11-30 00:00:00+00:00,16.193184
2035-12-31 00:00:00+00:00,9.061551
2036-01-31 00:00:00+00:00,9.195933
2036-02-29 00:00:00+00:00,12.123536
2036-03-31 00:00:00+00:00,13.368024
2036-04-30 00:00:00+00:00,16.549904
2036-05-31 00:00:00+00:00,19.908342
2036-06-30 00:00:00+00:00,29.384731
2036-07-31 00:00:00+00:00,32.985645
2036-08-31 00:00:00+00:00,31.102242
2036-09-30 00:00:00+00:00,28.029615
2036-10-31 00:00:00+00:00,20.597431
2036-11-30 00:00:00+00:00,14.487377
2036-12-31 00:00:00+00:00,9.286213
2037-01-31 00:00:00+00:00,9.869299
2037-02-28 00:00:00+00:00,12.760149
2037-03-31 00:00:00+00:00,14.504666
2037-04-30 00:00:00+00:00,19.909712
2037-05-31 00:00:00+00:00,20.281971
2037-06-30 00:00:00+00:00,29.47926
2037-07-31 00:00:00+00:00,31.734928
2037-08-31 00:00:00+00:00,31.532898
2037-09-30 00:00:00+00:00,28.911013
2037-10-31 00:00:00+00:00,22.67611
2037-11-30 00:00:00+00:00,15.844546
2037-12-31 00:00:00+00:00,12.227728
2038-01-31 00:00:00+00:00,12.37497
2038-02-28 00:00:00+00:00,13.377127
2038-03-31 00:00:00+00:00,13.073391
2038-04-30 00:00:00+00:00,19.73885
2038-05-31 00:00:00+00:00,21.800985
2038-06-30 00:00:00+00:00,29.158125
2038-07-31 00:00:00+00:00,30.81891
2038-08-31 00:00:00+00:00,32.452477
2038-09-30 00:00:00+00:00,28.924702
2038-10-31 00:00:00+00:00,23.957373
2038-11-30 00:00:00+00:00,16.857956
2038-12-31 00:00:00+00:00,10.314414
2039-01-31 00:00:00+00:00,9.726697
2039-02-28 00:00:00+00:00,13.198775
2039-03-31 00:00:00+00:00,13.209176
2039-04-30 00:00:00+00:00,16.953537
2039-05-31 00:00:00+00:00,22.255363
2039-06-30 00:00:00+00:00,28.467983
2039-07-31 00:00:00+00:00,32.096905
2039-08-31 00:00:00+00:00,31.455086
2039-09-30 00:00:00+00:00,30.533695
2039-10-31 00:00:00+00:00,21.174435
2039-11-30 00:00:00+00:00,16.727022
2039-12-31 00:00:00+00:00,10.438349
2040-01-31 00:00:00+00:00,8.581415
2040-02-29 00:00:00+00:00,11.383962
2040-03-31 00:00:00+00:00,14.071944
2040-04-30 00:00:00+00:00,20.398397
2040-05-31 00:00:00+00:00,22.417368
2040-06-30 00:00:00+00:00,28.838484
2040-07-31 00:00:00+00:00,32.66936
2040-08-31 00:00:00+00:00,32.06484
2040-09-30 00:00:00+00:00,27.635592
2040-10-31 00:00:00+00:00,22.488699
2040-11-30 00:00:00+00:00,13.818116
2040-12-31 00:00:00+00:00,10.592544
2041-01-31 00:00:00+00:00,9.693317
2041-02-28 00:00:00+00:00,13.508289
2041-03-31 00:00:00+00:00,14.34216
2041-04-30 00:00:00+00:00,19.496004
2041-05-31 00:00:00+00:00,24.71755
2041-06-30 00:00:00+00:00,29.665535
2041-07-31 00:00:00+00:00,31.142828
2041-08-31 00:00:00+00:00,31.907057
2041-09-30 00:00:00+00:00,26.09693
2041-10-31 00:00:00+00:00,21.22013
2041-11-30 00:00:00+00:00,16.34953
2041-12-31 00:00:00+00:00,10.200837
2042-01-31 00:00:00+00:00,11.044099
2042-02-28 00:00:00+00:00,12.914437
2042-03-31 00:00:00+00:00,11.72866
2042-04-30 00:00:00+00:00,15.242672
2042-05-31 00:00:00+00:00,21.440908
2042-06-30 00:00:00+00:00,29.087437
2042-07-31 00:00:00+00:00,30.291018
2042-08-31 00:00:00+00:00,30.884418
2042-09-30 00:00:00+00:00,28.413677
2042-10-31 00:00:00+00:00,23.429087
2042-11-30 00:00:00+00:00,16.5726
2042-12-31 00:00:00+00:00,14.2615595
2043-01-31 00:00:00+00:00,8.151228
2043-02-28 00:00:00+00:00,13.554481
2043-03-31 00:00:00+00:00,17.561253
2043-04-30 00:00:00+00:00,20.791527
2043-05-31 00:00:00+00:00,25.788866
2043-06-30 00:00:00+00:00,30.036325
2043-07-31 00:00:00+00:00,32.282925
2043-08-31 00:00:00+00:00,32.61543
2043-09-30 00:00:00+00:00,25.87809
2043-10-31 00:00:00+00:00,23.024174
2043-11-30 00:00:00+00:00,13.006864
2043-12-31 00:00:00+00:00,6.913625
2044-01-31 00:00:00+00:00,7.115097
2044-02-29 00:00:00+00:00,6.6538534
2044-03-31 00:00:00+00:00,13.409267
2044-04-30 00:00:00+00:00,18.636114
2044-05-31 00:00:00+00:00,22.622692
2044-06-30 00:00:00+00:00,29.889097
2044-07-31 00:00:00+00:00,33.735027
2044-08-31 00:00:00+00:00,32.922764
2044-09-30 00:00:00+00:00,31.987167
2044-10-31 00:00:00+00:00,22.590946
2044-11-30 00:00:00+00:00,15.44302
2044-12-31 00:00:00+00:00,13.690576
2045-01-31 00:00:00+00:00,9.965992
2045-02-28 00:00:00+00:00,13.626591
2045-03-31 00:00:00+00:00,12.127258
2045-04-30 00:00:00+00:00,20.81945
2045-05-31 00:00:00+00:00,25.954786
2045-06-30 00:00:00+00:00,29.606386
2045-07-31 00:00:00+00:00,31.8834
2045-08-31 00:00:00+00:00,32.023052
2045-09-30 00:00:00+00:00,27.741985
2045-10-31 00:00:00+00:00,24.633902
2045-11-30 00:00:00+00:00,14.382926
2045-12-31 00:00:00+00:00,10.038106
2046-01-31 00:00:00+00:00,9.116729
2046-02-28 00:00:00+00:00,15.19457
2046-03-31 00:00:00+00:00,14.695315
2046-04-30 00:00:00+00:00,18.010698
2046-05-31 00:00:00+00:00,23.26915
2046-06-30 00:00:00+00:00,29.993536
2046-07-31 00:00:00+00:00,32.356754
2046-08-31 00:00:00+00:00,32.106148
2046-09-30 00:00:00+00:00,28.680405
2046-10-31 00:00:00+00:00,22.899937
2046-11-30 00:00:00+00:00,14.472039
2046-12-31 00:00:00+00:00,11.485994
2047-01-31 00:00:00+00:00,12.051974
2047-02-28 00:00:00+00:00,14.322102
2047-03-31 00:00:00+00:00,15.581816
2047-04-30 00:00:00+00:00,21.861784
2047-05-31 00:00:00+00:00,24.422098
2047-06-30 00:00:00+00:00,30.602346
2047-07-31 00:00:00+00:00,33.29855
2047-08-31 00:00:00+00:00,31.32574
2047-09-30 00:00:00+00:00,22.592463
2047-10-31 00:00:00+00:00,25.219992
2047-11-30 00:00:00+00:00,15.004676
2047-12-31 00:00:00+00:00,12.25204
2048-01-31 00:00:00+00:00,11.838717
2048-02-29 00:00:00+00:00,11.613936
2048-03-31 00:00:00+00:00,12.31049
2048-04-30 00:00:00+00:00,18.866402
2048-05-31 00:00:00+00:00,24.285223
2048-06-30 00:00:00+00:00,28.980648
2048-07-31 00:00:00+00:00,32.730015
2048-08-31 00:00:00+00:00,33.25494
2048-09-30 00:00:00+00:00,27.312265
2048-10-31 00:00:00+00:00,25.184982
2048-11-30 00:00:00+00:00,19.036858
2048-12-31 00:00:00+00:00,11.051278
2049-01-31 00:00:00+00:00,13.534601
2049-02-28 00:00:00+00:00,13.750287
2049-03-31 00:00:00+00:00,13.064509
2049-04-30 00:00:00+00:00,19.860788
2049-05-31 00:00:00+00:00,24.343594
