time,baseflow_day_livneh_vic
1951-01-26 00:00:00+00:00,0.025693588
1951-01-27 00:00:00+00:00,0.025693327
1951-01-28 00:00:00+00:00,0.02568865
1951-01-29 00:00:00+00:00,0.025691418
1951-01-30 00:00:00+00:00,0.025812127
1951-01-31 00:00:00+00:00,0.025984418
1951-02-01 00:00:00+00:00,0.026091384
1951-02-02 00:00:00+00:00,0.02614299
1951-02-03 00:00:00+00:00,0.026162533
1951-02-04 00:00:00+00:00,0.026165565
1951-02-05 00:00:00+00:00,0.026159422
1951-02-06 00:00:00+00:00,0.026145034
1951-02-07 00:00:00+00:00,0.026124392
1951-02-08 00:00:00+00:00,0.026100779
1951-02-09 00:00:00+00:00,0.026073942
1951-02-10 00:00:00+00:00,0.026045961
1951-02-11 00:00:00+00:00,0.026019728
1951-02-12 00:00:00+00:00,0.025995215
1951-02-13 00:00:00+00:00,0.025971044
1951-02-14 00:00:00+00:00,0.025947805
1951-02-15 00:00:00+00:00,0.025925027
1951-02-16 00:00:00+00:00,0.025902964
1951-02-17 00:00:00+00:00,0.02588223
1951-02-18 00:00:00+00:00,0.025861789
1951-02-19 00:00:00+00:00,0.025841393
1951-02-20 00:00:00+00:00,0.025820445
1951-02-21 00:00:00+00:00,0.025799317
1951-02-22 00:00:00+00:00,0.025780257
1951-02-23 00:00:00+00:00,0.025764063
1951-02-24 00:00:00+00:00,0.025751688
1951-02-25 00:00:00+00:00,0.025742093
1951-02-26 00:00:00+00:00,0.025740571
1951-02-27 00:00:00+00:00,0.025769543
1951-02-28 00:00:00+00:00,0.02588048
1951-03-01 00:00:00+00:00,0.02601146
1951-03-02 00:00:00+00:00,0.026173392
1951-03-03 00:00:00+00:00,0.026295649
1951-03-04 00:00:00+00:00,0.026368294
1951-03-05 00:00:00+00:00,0.026523706
1951-03-06 00:00:00+00:00,0.026922455
1951-03-07 00:00:00+00:00,0.027342198
1951-03-08 00:00:00+00:00,0.02765097
1951-03-09 00:00:00+00:00,0.027800437
1951-03-10 00:00:00+00:00,0.027823323
1951-03-11 00:00:00+00:00,0.027745808
1951-03-12 00:00:00+00:00,0.027630547
1951-03-13 00:00:00+00:00,0.027508752
1951-03-14 00:00:00+00:00,0.027386433
1951-03-15 00:00:00+00:00,0.027266502
1951-03-16 00:00:00+00:00,0.02715302
1951-03-17 00:00:00+00:00,0.027047053
1951-03-18 00:00:00+00:00,0.026948284
1951-03-19 00:00:00+00:00,0.02685807
1951-03-20 00:00:00+00:00,0.026773762
1951-03-21 00:00:00+00:00,0.026697118
1951-03-22 00:00:00+00:00,0.026625795
1951-03-23 00:00:00+00:00,0.026558472
1951-03-24 00:00:00+00:00,0.02649105
1951-03-25 00:00:00+00:00,0.026424343
1951-03-26 00:00:00+00:00,0.026366334
1951-03-27 00:00:00+00:00,0.026313163
1951-03-28 00:00:00+00:00,0.026258819
1951-03-29 00:00:00+00:00,0.02620576
1951-03-30 00:00:00+00:00,0.026159689
1951-03-31 00:00:00+00:00,0.026119681
1951-04-01 00:00:00+00:00,0.026078047
1951-04-02 00:00:00+00:00,0.026033081
1951-04-03 00:00:00+00:00,0.02599313
1951-04-04 00:00:00+00:00,0.025962409
1951-04-05 00:00:00+00:00,0.025935479
1951-04-06 00:00:00+00:00,0.025909552
1951-04-07 00:00:00+00:00,0.025879094
1951-04-08 00:00:00+00:00,0.02584132
1951-04-09 00:00:00+00:00,0.025808128
1951-04-10 00:00:00+00:00,0.025788218
1951-04-11 00:00:00+00:00,0.025763847
1951-04-12 00:00:00+00:00,0.025722373
1951-04-13 00:00:00+00:00,0.025674555
1951-04-14 00:00:00+00:00,0.025630414
1951-04-15 00:00:00+00:00,0.02559405
1951-04-16 00:00:00+00:00,0.025562074
1951-04-17 00:00:00+00:00,0.025534695
1951-04-18 00:00:00+00:00,0.02550966
1951-04-19 00:00:00+00:00,0.02548691
1951-04-20 00:00:00+00:00,0.025467996
1951-04-21 00:00:00+00:00,0.025446717
1951-04-22 00:00:00+00:00,0.025420511
1951-04-23 00:00:00+00:00,0.025400184
1951-04-24 00:00:00+00:00,0.02538976
1951-04-25 00:00:00+00:00,0.02538234
1951-04-26 00:00:00+00:00,0.025377635
1951-04-27 00:00:00+00:00,0.025371376
1951-04-28 00:00:00+00:00,0.025371062
1951-04-29 00:00:00+00:00,0.025505254
1951-04-30 00:00:00+00:00,0.026250875
1951-05-01 00:00:00+00:00,0.026631234
1951-05-02 00:00:00+00:00,0.026763108
1951-05-03 00:00:00+00:00,0.026864229
1951-05-04 00:00:00+00:00,0.027035803
1951-05-05 00:00:00+00:00,0.027337383
1951-05-06 00:00:00+00:00,0.02771406
1951-05-07 00:00:00+00:00,0.028067349
1951-05-08 00:00:00+00:00,0.028230613
1951-05-09 00:00:00+00:00,0.028159685
1951-05-10 00:00:00+00:00,0.028121281
1951-05-11 00:00:00+00:00,0.028296255
1951-05-12 00:00:00+00:00,0.028509017
1951-05-13 00:00:00+00:00,0.028653594
1951-05-14 00:00:00+00:00,0.028680759
1951-05-15 00:00:00+00:00,0.028707428
1951-05-16 00:00:00+00:00,0.02873042
1951-05-17 00:00:00+00:00,0.028728222
1951-05-18 00:00:00+00:00,0.028686259
1951-05-19 00:00:00+00:00,0.028570328
1951-05-20 00:00:00+00:00,0.028440224
1951-05-21 00:00:00+00:00,0.028303564
1951-05-22 00:00:00+00:00,0.028100448
1951-05-23 00:00:00+00:00,0.027896278
1951-05-24 00:00:00+00:00,0.027692337
1951-05-25 00:00:00+00:00,0.027420728
1951-05-26 00:00:00+00:00,0.027133334
1951-05-27 00:00:00+00:00,0.026898086
1951-05-28 00:00:00+00:00,0.02670942
1951-05-29 00:00:00+00:00,0.026557267
1951-05-30 00:00:00+00:00,0.02643855
1951-05-31 00:00:00+00:00,0.026318684
1951-06-01 00:00:00+00:00,0.026159598
1951-06-02 00:00:00+00:00,0.02595966
1951-06-03 00:00:00+00:00,0.025762038
1951-06-04 00:00:00+00:00,0.025614616
1951-06-05 00:00:00+00:00,0.025515134
1951-06-06 00:00:00+00:00,0.025430234
1951-06-07 00:00:00+00:00,0.02535269
1951-06-08 00:00:00+00:00,0.025280263
1951-06-09 00:00:00+00:00,0.025208255
1951-06-10 00:00:00+00:00,0.025134316
1951-06-11 00:00:00+00:00,0.025064263
1951-06-12 00:00:00+00:00,0.025017293
1951-06-13 00:00:00+00:00,0.02499128
1951-06-14 00:00:00+00:00,0.024977298
1951-06-15 00:00:00+00:00,0.024980804
1951-06-16 00:00:00+00:00,0.02499863
1951-06-17 00:00:00+00:00,0.025028944
1951-06-18 00:00:00+00:00,0.025069207
1951-06-19 00:00:00+00:00,0.025114136
1951-06-20 00:00:00+00:00,0.025153054
1951-06-21 00:00:00+00:00,0.025158333
1951-06-22 00:00:00+00:00,0.025103722
1951-06-23 00:00:00+00:00,0.025019024
1951-06-24 00:00:00+00:00,0.024930352
1951-06-25 00:00:00+00:00,0.02484906
1951-06-26 00:00:00+00:00,0.024776677
1951-06-27 00:00:00+00:00,0.024708258
1951-06-28 00:00:00+00:00,0.024640024
1951-06-29 00:00:00+00:00,0.024580164
1951-06-30 00:00:00+00:00,0.024531243
1951-07-01 00:00:00+00:00,0.024490487
1951-07-02 00:00:00+00:00,0.024457112
1951-07-03 00:00:00+00:00,0.024427725
1951-07-04 00:00:00+00:00,0.024398442
1951-07-05 00:00:00+00:00,0.024368914
1951-07-06 00:00:00+00:00,0.024339003
1951-07-07 00:00:00+00:00,0.024309525
1951-07-08 00:00:00+00:00,0.024283579
1951-07-09 00:00:00+00:00,0.024262184
1951-07-10 00:00:00+00:00,0.024244634
1951-07-11 00:00:00+00:00,0.024228884
1951-07-12 00:00:00+00:00,0.024213575
1951-07-13 00:00:00+00:00,0.02419862
1951-07-14 00:00:00+00:00,0.024184572
1951-07-15 00:00:00+00:00,0.024171105
1951-07-16 00:00:00+00:00,0.024158062
1951-07-17 00:00:00+00:00,0.02414546
1951-07-18 00:00:00+00:00,0.024133142
1951-07-19 00:00:00+00:00,0.024120795
1951-07-20 00:00:00+00:00,0.024108417
1951-07-21 00:00:00+00:00,0.024096383
1951-07-22 00:00:00+00:00,0.024084816
1951-07-23 00:00:00+00:00,0.02407356
1951-07-24 00:00:00+00:00,0.024062466
1951-07-25 00:00:00+00:00,0.024051491
1951-07-26 00:00:00+00:00,0.024040557
1951-07-27 00:00:00+00:00,0.02402974
1951-07-28 00:00:00+00:00,0.024019692
1951-07-29 00:00:00+00:00,0.024009932
1951-07-30 00:00:00+00:00,0.02399949
1951-07-31 00:00:00+00:00,0.023988763
1951-08-01 00:00:00+00:00,0.023978246
1951-08-02 00:00:00+00:00,0.02396812
1951-08-03 00:00:00+00:00,0.023958359
1951-08-04 00:00:00+00:00,0.023948781
1951-08-05 00:00:00+00:00,0.023939198
1951-08-06 00:00:00+00:00,0.023929648
1951-08-07 00:00:00+00:00,0.023920272
1951-08-08 00:00:00+00:00,0.023911145
1951-08-09 00:00:00+00:00,0.023902204
1951-08-10 00:00:00+00:00,0.023893373
1951-08-11 00:00:00+00:00,0.023884568
1951-08-12 00:00:00+00:00,0.023875691
1951-08-13 00:00:00+00:00,0.023866775
1951-08-14 00:00:00+00:00,0.023857918
1951-08-15 00:00:00+00:00,0.02384916
1951-08-16 00:00:00+00:00,0.023840481
1951-08-17 00:00:00+00:00,0.023831898
1951-08-18 00:00:00+00:00,0.023823397
1951-08-19 00:00:00+00:00,0.023815025
1951-08-20 00:00:00+00:00,0.023806782
1951-08-21 00:00:00+00:00,0.023798602
1951-08-22 00:00:00+00:00,0.023790482
1951-08-23 00:00:00+00:00,0.023782436
1951-08-24 00:00:00+00:00,0.023774423
1951-08-25 00:00:00+00:00,0.023766428
1951-08-26 00:00:00+00:00,0.02375843
1951-08-27 00:00:00+00:00,0.023750456
1951-08-28 00:00:00+00:00,0.023742605
