time,rainfall_day_livneh_vic
1951-03-18 00:00:00+00:00,0.0
1951-03-19 00:00:00+00:00,0.0
1951-03-20 00:00:00+00:00,0.0
1951-03-21 00:00:00+00:00,0.0
1951-03-22 00:00:00+00:00,0.0
1951-03-23 00:00:00+00:00,0.0
1951-03-24 00:00:00+00:00,0.016009217
1951-03-25 00:00:00+00:00,0.061282236
1951-03-26 00:00:00+00:00,0.0
1951-03-27 00:00:00+00:00,0.0
1951-03-28 00:00:00+00:00,0.0028225977
1951-03-29 00:00:00+00:00,0.021715634
1951-03-30 00:00:00+00:00,0.030341279
1951-03-31 00:00:00+00:00,0.0017433453
1951-04-01 00:00:00+00:00,0.0
1951-04-02 00:00:00+00:00,5.372493e-05
1951-04-03 00:00:00+00:00,0.064410046
1951-04-04 00:00:00+00:00,1.0277823
1951-04-05 00:00:00+00:00,2.4140425
1951-04-06 00:00:00+00:00,0.41585028
1951-04-07 00:00:00+00:00,0.0
1951-04-08 00:00:00+00:00,0.0
1951-04-09 00:00:00+00:00,0.0
1951-04-10 00:00:00+00:00,0.0
1951-04-11 00:00:00+00:00,0.0
1951-04-12 00:00:00+00:00,0.0
1951-04-13 00:00:00+00:00,0.0
1951-04-14 00:00:00+00:00,0.0
1951-04-15 00:00:00+00:00,0.0004059737
1951-04-16 00:00:00+00:00,0.0019332027
1951-04-17 00:00:00+00:00,8.954155e-05
1951-04-18 00:00:00+00:00,0.34862298
1951-04-19 00:00:00+00:00,1.5806814
1951-04-20 00:00:00+00:00,0.34656408
1951-04-21 00:00:00+00:00,0.0065123877
1951-04-22 00:00:00+00:00,0.0012290367
1951-04-23 00:00:00+00:00,0.01222815
1951-04-24 00:00:00+00:00,0.29676688
1951-04-25 00:00:00+00:00,1.6883999
1951-04-26 00:00:00+00:00,0.5246307
1951-04-27 00:00:00+00:00,0.34259295
1951-04-28 00:00:00+00:00,2.1581535
1951-04-29 00:00:00+00:00,2.768146
1951-04-30 00:00:00+00:00,0.9310183
1951-05-01 00:00:00+00:00,0.027805107
1951-05-02 00:00:00+00:00,0.0
1951-05-03 00:00:00+00:00,0.0
1951-05-04 00:00:00+00:00,0.0
1951-05-05 00:00:00+00:00,0.012863179
1951-05-06 00:00:00+00:00,0.058900304
1951-05-07 00:00:00+00:00,0.0
1951-05-08 00:00:00+00:00,0.0
1951-05-09 00:00:00+00:00,0.00036119937
1951-05-10 00:00:00+00:00,0.005171321
1951-05-11 00:00:00+00:00,0.014799132
1951-05-12 00:00:00+00:00,0.0029161728
1951-05-13 00:00:00+00:00,1.9618537
1951-05-14 00:00:00+00:00,7.081995
1951-05-15 00:00:00+00:00,1.5533843
1951-05-16 00:00:00+00:00,0.0027757878
1951-05-17 00:00:00+00:00,0.0
1951-05-18 00:00:00+00:00,0.00053724926
1951-05-19 00:00:00+00:00,3.5816618e-05
1951-05-20 00:00:00+00:00,0.032071363
1951-05-21 00:00:00+00:00,0.36898515
1951-05-22 00:00:00+00:00,0.46214184
1951-05-23 00:00:00+00:00,0.6980838
1951-05-24 00:00:00+00:00,0.0
1951-05-25 00:00:00+00:00,0.0
1951-05-26 00:00:00+00:00,0.0
1951-05-27 00:00:00+00:00,0.0
1951-05-28 00:00:00+00:00,0.0
1951-05-29 00:00:00+00:00,0.0
1951-05-30 00:00:00+00:00,0.0
1951-05-31 00:00:00+00:00,0.0
1951-06-01 00:00:00+00:00,0.0
1951-06-02 00:00:00+00:00,0.0
1951-06-03 00:00:00+00:00,0.0
1951-06-04 00:00:00+00:00,0.0
1951-06-05 00:00:00+00:00,0.0
