time,soilmoist1_month_HadGEM2-ES_rcp45
2029-02-28 00:00:00+00:00,8.27128
2029-03-31 00:00:00+00:00,12.41944
2029-04-30 00:00:00+00:00,10.935238
2029-05-31 00:00:00+00:00,5.8296204
2029-06-30 00:00:00+00:00,5.320699
2029-07-31 00:00:00+00:00,5.3020225
2029-08-31 00:00:00+00:00,5.302446
2029-09-30 00:00:00+00:00,5.6333776
2029-10-31 00:00:00+00:00,5.4578586
2029-11-30 00:00:00+00:00,5.4247193
2029-12-31 00:00:00+00:00,10.598197
2030-01-31 00:00:00+00:00,17.14467
2030-02-28 00:00:00+00:00,13.753246
2030-03-31 00:00:00+00:00,8.838745
2030-04-30 00:00:00+00:00,8.000049
2030-05-31 00:00:00+00:00,5.4419723
2030-06-30 00:00:00+00:00,5.4115567
2030-07-31 00:00:00+00:00,6.313456
2030-08-31 00:00:00+00:00,6.7632365
2030-09-30 00:00:00+00:00,5.469028
2030-10-31 00:00:00+00:00,6.1739316
2030-11-30 00:00:00+00:00,9.44214
2030-12-31 00:00:00+00:00,11.274153
2031-01-31 00:00:00+00:00,11.27675
2031-02-28 00:00:00+00:00,9.072859
2031-03-31 00:00:00+00:00,10.147383
2031-04-30 00:00:00+00:00,6.3659463
2031-05-31 00:00:00+00:00,6.034467
2031-06-30 00:00:00+00:00,5.3109965
2031-07-31 00:00:00+00:00,5.771611
2031-08-31 00:00:00+00:00,6.0155625
2031-09-30 00:00:00+00:00,7.5258427
2031-10-31 00:00:00+00:00,6.0631213
2031-11-30 00:00:00+00:00,6.254747
2031-12-31 00:00:00+00:00,15.942263
2032-01-31 00:00:00+00:00,19.017818
2032-02-29 00:00:00+00:00,18.925438
2032-03-31 00:00:00+00:00,11.615446
2032-04-30 00:00:00+00:00,6.6423216
2032-05-31 00:00:00+00:00,5.434578
2032-06-30 00:00:00+00:00,5.3115835
2032-07-31 00:00:00+00:00,6.0141153
2032-08-31 00:00:00+00:00,9.173252
2032-09-30 00:00:00+00:00,7.173193
2032-10-31 00:00:00+00:00,8.260618
2032-11-30 00:00:00+00:00,6.9544735
2032-12-31 00:00:00+00:00,7.955142
2033-01-31 00:00:00+00:00,15.59624
2033-02-28 00:00:00+00:00,20.192707
2033-03-31 00:00:00+00:00,16.464888
2033-04-30 00:00:00+00:00,8.015077
2033-05-31 00:00:00+00:00,5.5055547
2033-06-30 00:00:00+00:00,5.328372
2033-07-31 00:00:00+00:00,5.6937685
2033-08-31 00:00:00+00:00,5.7749543
2033-09-30 00:00:00+00:00,5.8636913
2033-10-31 00:00:00+00:00,5.5518503
2033-11-30 00:00:00+00:00,6.023352
2033-12-31 00:00:00+00:00,6.108837
2034-01-31 00:00:00+00:00,7.4498706
2034-02-28 00:00:00+00:00,5.972921
2034-03-31 00:00:00+00:00,5.7503953
2034-04-30 00:00:00+00:00,5.4265194
2034-05-31 00:00:00+00:00,5.3907976
2034-06-30 00:00:00+00:00,5.3123856
2034-07-31 00:00:00+00:00,5.9826074
2034-08-31 00:00:00+00:00,6.2260237
2034-09-30 00:00:00+00:00,5.404655
2034-10-31 00:00:00+00:00,5.4665084
2034-11-30 00:00:00+00:00,6.4241443
2034-12-31 00:00:00+00:00,13.872616
2035-01-31 00:00:00+00:00,12.864552
2035-02-28 00:00:00+00:00,15.168784
2035-03-31 00:00:00+00:00,17.404259
2035-04-30 00:00:00+00:00,8.035962
2035-05-31 00:00:00+00:00,6.735699
2035-06-30 00:00:00+00:00,5.385968
2035-07-31 00:00:00+00:00,6.9582143
2035-08-31 00:00:00+00:00,6.4374776
2035-09-30 00:00:00+00:00,5.8463902
2035-10-31 00:00:00+00:00,5.5610104
2035-11-30 00:00:00+00:00,6.8788753
2035-12-31 00:00:00+00:00,6.0492578
2036-01-31 00:00:00+00:00,6.209766
2036-02-29 00:00:00+00:00,8.643911
2036-03-31 00:00:00+00:00,7.4073114
2036-04-30 00:00:00+00:00,6.005957
2036-05-31 00:00:00+00:00,5.3267546
2036-06-30 00:00:00+00:00,5.3192716
2036-07-31 00:00:00+00:00,6.1120906
2036-08-31 00:00:00+00:00,5.955584
2036-09-30 00:00:00+00:00,6.5292134
2036-10-31 00:00:00+00:00,5.506054
2036-11-30 00:00:00+00:00,7.9261885
2036-12-31 00:00:00+00:00,17.077827
2037-01-31 00:00:00+00:00,19.588663
2037-02-28 00:00:00+00:00,19.018192
2037-03-31 00:00:00+00:00,11.667602
2037-04-30 00:00:00+00:00,7.1801186
2037-05-31 00:00:00+00:00,5.750363
2037-06-30 00:00:00+00:00,5.3370614
2037-07-31 00:00:00+00:00,5.810338
2037-08-31 00:00:00+00:00,6.2631702
2037-09-30 00:00:00+00:00,6.860829
2037-10-31 00:00:00+00:00,5.764619
2037-11-30 00:00:00+00:00,5.3457437
2037-12-31 00:00:00+00:00,5.575868
2038-01-31 00:00:00+00:00,9.304244
2038-02-28 00:00:00+00:00,12.909018
2038-03-31 00:00:00+00:00,15.4001665
2038-04-30 00:00:00+00:00,7.5115495
2038-05-31 00:00:00+00:00,5.423911
2038-06-30 00:00:00+00:00,5.3771
2038-07-31 00:00:00+00:00,5.342248
2038-08-31 00:00:00+00:00,6.0282393
2038-09-30 00:00:00+00:00,5.7419767
2038-10-31 00:00:00+00:00,5.562266
2038-11-30 00:00:00+00:00,12.599939
2038-12-31 00:00:00+00:00,18.699642
2039-01-31 00:00:00+00:00,17.6881
2039-02-28 00:00:00+00:00,14.524037
2039-03-31 00:00:00+00:00,9.119008
2039-04-30 00:00:00+00:00,6.4322543
2039-05-31 00:00:00+00:00,5.783786
2039-06-30 00:00:00+00:00,5.308001
2039-07-31 00:00:00+00:00,5.722179
