,date,airtemp,baseflow,ev,rainfall,runoff,sm,snowfall,snowwater,D0,D1,D2,D3,D4
0,1950-01-01,5.469245948387097,0.036113080354838706,0.7126963474193547,0.20759869599032257,0.011981815133064516,11.69595641935484,0.13931124515290322,0.7076778424193548,90.1,83.9,57.9,40.8,16.1
1,1950-02-01,11.261755714285714,0.03695175917857143,0.9477266714285715,0.4461012173185714,0.02898381215142857,9.50336255357143,0.02338048112691607,0.46799235035714287,92.7,89.4,72.4,50.8,13.1
2,1950-03-01,13.52229625483871,0.03340240374193549,0.7631650703225807,0.4128840933419355,0.010870071170322581,7.893302348387096,0.025883915438709677,0.21586122290322582,95.8,90.4,68.8,48.5,8.3
3,1950-04-01,18.837397733333333,0.03927308496666667,0.3173502986666667,0.11288163221633334,0.007151704718,6.434202526666667,0.027176873690250004,0.11078049553333333,96.1,90.9,70.6,43.6,0.2
4,1950-05-01,20.67649829032258,0.029522455193548385,0.15586668867741937,0.021633845267741935,0.0005618438085483871,5.557502199999999,0.0028866732721935487,0.026389503838709676,97.5,90.8,76.8,29.2,0.1
5,1950-06-01,24.8061269,0.027518654333333333,0.07166814833333333,0.0013444102689999999,3.074126065466666e-05,5.320693033333333,3.7514296104e-05,0.0007148828433333334,96.2,89.3,68.2,12.1,0.0
6,1950-07-01,28.95614877419355,0.026524964032258062,0.32297261751612905,0.3579564048825806,0.004129626672581614,6.28651554516129,1.8186075999999999e-06,0.0,89.6,73.0,17.2,2.3,0.0
7,1950-08-01,28.463429580645162,0.026222318451612905,0.08061056738709678,0.03804302597096774,0.0005091202131967742,5.6882544903225805,0.0,0.0,97.1,79.9,46.2,12.2,0.6
8,1950-09-01,23.721211,0.0259786057,0.25437743976666666,0.25915974702533334,0.00342114370569,6.352908313333333,6.323221566666667e-06,0.0,88.5,65.4,5.7,0.0,0.0
9,1950-10-01,20.984081387096776,0.025745743483870966,0.018888552238709676,0.020538703082903224,0.00018100343995161293,5.361551870967742,0.00018467758399999998,8.660503548387096e-07,85.6,66.5,9.5,0.0,0.0
10,1950-11-01,14.749813983333333,0.025561999033333335,0.14520650616666667,0.208028671641,0.004896098226333333,6.352348896666667,0.020173931375386665,0.10951373331333333,83.1,65.4,9.6,0.0,0.0
11,1950-12-01,11.508596258064516,0.025452888774193546,0.040304400677419354,0.005231472546129033,0.00010725851706451612,5.93784944516129,0.0005402020942903226,0.020488867070967743,87.7,78.2,48.5,31.7,13.8
12,1951-01-01,7.769808725806452,0.02542770558064516,0.4151470366935484,0.6407383383864516,0.014393246312116128,8.542790112903226,0.0932372066,0.26043324568064513,81.9,58.2,8.1,2.3,0.0
