date,D0,D1,D2,D3,D4
19921001,0.0,0.0,0.0,0.0,0.0
19921101,0.0,0.0,0.0,0.0,0.0
19921201,7.6,0.7,0.0,0.0,0.0
19930101,0.0,0.0,0.0,0.0,0.0
19930201,0.0,0.0,0.0,0.0,0.0
19930301,0.0,0.0,0.0,0.0,0.0
19930401,0.0,0.0,0.0,0.0,0.0
19930501,0.0,0.0,0.0,0.0,0.0
19930601,0.0,0.0,0.0,0.0,0.0
19930701,0.0,0.0,0.0,0.0,0.0
19930801,0.0,0.0,0.0,0.0,0.0
19930901,0.0,0.0,0.0,0.0,0.0
19931001,3.4,0.0,0.0,0.0,0.0
19931101,80.3,67.5,48.1,36.3,18.9
19931201,99.9,87.6,64.9,41.2,11.8
19940101,100.0,95.0,72.5,48.2,13.4
19940201,96.5,86.9,44.0,21.1,0.8
19940301,93.9,72.9,29.7,15.0,2.0
19940401,87.9,50.0,24.6,3.6,0.0
19940501,74.5,55.0,17.3,2.7,0.0
19940601,67.5,45.8,7.5,0.1,0.0
19940701,67.3,54.5,11.3,1.2,0.0
19940801,72.0,60.3,30.3,3.1,0.0
19940901,66.9,51.5,10.8,0.0,0.0
19941001,57.5,36.1,1.6,0.0,0.0
19941101,57.5,41.0,16.7,8.6,1.8
19941201,20.9,10.0,2.3,0.0,0.0
19950101,0.0,0.0,0.0,0.0,0.0
19950201,0.0,0.0,0.0,0.0,0.0
19950301,0.0,0.0,0.0,0.0,0.0
19950401,0.0,0.0,0.0,0.0,0.0
19950501,0.0,0.0,0.0,0.0,0.0
19950601,0.0,0.0,0.0,0.0,0.0
19950701,0.0,0.0,0.0,0.0,0.0
19950801,0.0,0.0,0.0,0.0,0.0
19950901,0.0,0.0,0.0,0.0,0.0
19951001,47.7,28.3,7.8,0.1,0.0
19951101,64.6,47.1,22.4,12.8,2.7
19951201,100.0,98.7,83.4,43.7,24.4
19960101,100.1,100.0,87.7,73.1,39.1
19960201,84.0,71.2,55.8,38.5,24.1
19960301,93.6,77.2,62.3,43.1,24.0
19960401,95.3,81.2,60.7,36.2,21.3
19960501,96.6,84.0,46.6,26.4,5.9
19960601,95.4,79.0,51.8,25.7,5.6
19960701,92.1,71.6,40.4,14.1,0.0
19960801,83.3,68.2,33.7,18.9,4.8
19960901,79.7,69.0,13.2,2.9,0.0
19961001,72.0,33.4,3.4,1.4,0.0
19961101,71.5,33.8,1.5,0.0,0.0
19961201,65.2,21.7,2.4,0.3,0.0
19970101,25.0,1.5,0.0,0.0,0.0
19970201,71.2,31.0,0.0,0.0,0.0
19970301,92.0,65.5,4.9,0.0,0.0
19970401,93.7,77.2,8.6,0.3,0.0
19970501,85.7,45.8,4.5,0.6,0.0
19970601,86.7,28.0,2.0,0.2,0.0
19970701,71.3,38.0,4.8,1.2,0.0
19970801,90.6,76.4,36.6,7.0,0.8
19970901,20.7,5.3,0.1,0.0,0.0
19971001,31.7,22.1,8.8,6.4,3.8
19971101,9.9,6.7,0.4,0.0,0.0
19971201,0.0,0.0,0.0,0.0,0.0
19980101,0.0,0.0,0.0,0.0,0.0
19980201,0.0,0.0,0.0,0.0,0.0
19980301,0.0,0.0,0.0,0.0,0.0
