0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
6.4,d_19650101,93.6,76.3,25.4,4.8,0.5,0,0,0,0,0,0
0,d_19650201,99.9,93.3,59.3,21.8,0,0,0,0,0,0,0
2.9,d_19650301,97.1,78.7,22.2,1.2,0,0,0,0,0,0,0
44.5,d_19650401,55.5,10.9,0,0,0,0,0,0,0,0,0
52.4,d_19650501,47.6,6.2,0,0,0,0,0,0,0,0,0
77.1,d_19650601,22.9,1.4,0,0,0,0,0,0,0,0,0
96.5,d_19650701,3.5,0,0,0,0,0,0,0,0,0,0
64.4,d_19650801,35.6,6,0,0,0,0,0,0,0,0,0
88,d_19650901,11.4,1.5,0,0,0,0,0.6,0,0,0,0
87.9,d_19651001,5.4,0.7,0,0,0,0,6.8,1.2,0,0,0
4.9,d_19651101,0,0,0,0,0,0,95.1,77.5,50,38.8,8.7
0,d_19651201,0,0,0,0,0,0,100,100,93.4,68.8,54.8
3.1,d_19660101,0,0,0,0,0,0,96.9,87.7,36.8,8.4,0
9.8,d_19660201,0,0,0,0,0,0,90.2,69.6,7.4,0,0
21.6,d_19660301,0,0,0,0,0,0,78.4,39.2,0,0,0
40.7,d_19660401,0,0,0,0,0,0,59.3,25.1,0,0,0
45.9,d_19660501,0,0,0,0,0,0,54.1,33.8,0.1,0,0
39,d_19660601,0,0,0,0,0,0,61.1,42.4,4,0,0
28.6,d_19660701,0,0,0,0,0,0,71.4,52.4,26.4,4.5,0
51.7,d_19660801,22.7,6.7,0,0,0,0,25.5,7.3,0,0,0
10.9,d_19660901,89.2,76.6,44.5,20.8,0.4,0,0,0,0,0,0
21.5,d_19661001,76.8,61.9,28.3,13.5,5.8,0,1.7,0,0,0,0
26.3,d_19661101,71.3,47.3,17.3,2.1,0,0,2.4,0,0,0,0
74.3,d_19661201,15.6,5.2,0,0,0,0,10.1,8.5,3.8,0,0
73.7,d_19670101,16.2,5.2,0,0,0,0,10.2,8.7,4.4,0.1,0
46.3,d_19670201,46.4,21.1,0.9,0,0,0,7.3,2.1,0,0,0
21.7,d_19670301,72.7,40.3,6.6,0,0,0,5.6,0.4,0,0,0
28,d_19670401,63.2,39.9,0.2,0,0,0,8.8,6.9,0.1,0,0
38.7,d_19670501,52.4,23.3,0.5,0,0,0,8.8,7.1,0.2,0,0
40.1,d_19670601,51,18.6,0,0,0,0,9,7.4,0.3,0,0
48.7,d_19670701,42.1,15.6,0.4,0,0,0,9.3,8,0.8,0,0
70.6,d_19670801,19.8,9.4,0,0,0,0,9.7,7.9,1.1,0,0
79.8,d_19670901,11.4,5.6,0,0,0,0,8.8,1.3,0,0,0
75.2,d_19671001,13.3,7,0,0,0,0,11.5,4,0,0,0
26.1,d_19671101,0.3,0,0,0,0,0,73.6,60.7,17.6,1.5,0
7.9,d_19671201,0,0,0,0,0,0,92.1,78.1,50.6,9.8,0
49.8,d_19680101,0,0,0,0,0,0,50.2,14.4,0.5,0,0
76.1,d_19680201,1.3,0,0,0,0,0,22.6,4.1,0,0,0
70,d_19680301,0.7,0,0,0,0,0,29.3,4.5,0,0,0
85.6,d_19680401,1.6,0,0,0,0,0,12.8,0.1,0,0,0
87.9,d_19680501,9.5,0,0,0,0,0,2.6,0,0,0,0
75.4,d_19680601,24.1,0.1,0,0,0,0,0.5,0,0,0,0
82,d_19680701,1.2,0,0,0,0,0,16.9,4.1,0.2,0,0
82,d_19680801,17,7.4,0,0,0,0,1.1,0,0,0,0
35.7,d_19680901,63.3,25.2,0.3,0,0,0,0.9,0,0,0,0
71.6,d_19681001,20.9,4,0,0,0,0,7.4,4.4,0.2,0,0
77.4,d_19681101,11.1,0.7,0,0,0,0,11.5,2.4,0,0,0
47.7,d_19681201,49.9,12.7,0.4,0,0,0,2.4,0.5,0,0,0
64.1,d_19690101,0.1,0,0,0,0,0,35.9,25.6,14.5,3.6,0
29.8,d_19690201,2.3,0,0,0,0,0,67.9,56.2,30.1,23.5,10.3
35,d_19690301,5.5,0.4,0,0,0,0,59.6,46,23.9,13.9,4.1
33.9,d_19690401,18.4,11.7,4.3,1.1,0,0,47.7,32.6,14.1,8.3,2
30.2,d_19690501,8.8,4.9,0,0,0,0,60.9,42.7,14.6,9.8,3.7
25.9,d_19690601,5.8,2.6,0,0,0,0,68.4,56,18.7,10.5,4.2
22.3,d_19690701,5.8,2.6,0,0,0,0,71.9,60.9,23.9,13.5,6.5
22.7,d_19690801,7.7,4.7,0,0,0,0,69.7,55.3,23.9,13.5,6.9
14.5,d_19690901,0,0,0,0,0,0,85.6,74.9,37.4,17.8,9.5
42.1,d_19691001,0,0,0,0,0,0,57.8,36.5,9.7,1.6,0.1
86,d_19691101,5.1,0.2,0,0,0,0,8.9,0.9,0,0,0
70.7,d_19691201,22.8,5.2,0,0,0,0,6.4,0,0,0,0
39.4,d_19700101,60.6,32.3,0.3,0,0,0,0,0,0,0,0
27.5,d_19700201,72.4,51.4,8.2,0.3,0,0,0,0,0,0,0
26.9,d_19700301,72.5,28.2,1.6,0,0,0,0.6,0,0,0,0
22.6,d_19700401,77.4,56.9,5.2,0.6,0,0,0,0,0,0,0
21.9,d_19700501,77.9,51.3,7.1,0.2,0,0,0.2,0,0,0,0
4.8,d_19700601,95.2,75.5,15.7,2.8,0,0,0,0,0,0,0
26.7,d_19700701,73.2,50.3,3.6,0,0,0,0,0,0,0,0
34.8,d_19700801,65.1,44.1,5.8,0,0,0,0,0,0,0,0
54.1,d_19700901,45.6,13,0,0,0,0,0.2,0,0,0,0
62.9,d_19701001,34.6,11.2,0,0,0,0,2.5,0.3,0,0,0
69.6,d_19701101,12.9,0.1,0,0,0,0,17.5,6.4,0.5,0,0
47.6,d_19701201,27.2,11.4,0,0,0,0,25.2,10,0.2,0,0
50.1,d_19710101,47.3,32.2,5.2,0.1,0,0,2.5,0.3,0,0,0
41.8,d_19710201,58,44,18.8,4.3,0,0,0.3,0,0,0,0
21,d_19710301,79.1,55.1,30.9,15.6,0.3,0,0,0,0,0,0
7.9,d_19710401,92,72.9,34.5,22.3,10,0,0,0,0,0,0
3,d_19710501,97.1,83,51.3,28.2,0.1,0,0,0,0,0,0
6.4,d_19710601,93.6,77.1,42.1,20.6,0,0,0,0,0,0,0
12.9,d_19710701,87.1,71.3,44.4,24.8,6.2,0,0,0,0,0,0
13.5,d_19710801,86.5,78,33.7,4.3,0,0,0,0,0,0,0
13.8,d_19710901,86.1,74.3,54.4,36.4,4.2,0,0,0,0,0,0
24.1,d_19711001,74.9,65.7,20.8,7.4,1,0,1,0,0,0,0
24.6,d_19711101,71.5,56.9,18.7,10.5,4.4,0,3.9,0,0,0,0
67.8,d_19711201,12.3,1.6,0,0,0,0,20,11,2.4,0.2,0
49.2,d_19720101,45.6,16,0.5,0,0,0,5.2,0.7,0,0,0
19,d_19720201,80.9,62,25.1,8.8,1.6,0,0,0,0,0,0
9.9,d_19720301,90.1,79.8,51,21.8,4.1,0,0,0,0,0,0
7.7,d_19720401,92.2,79.7,54.1,20.4,2.1,0,0,0,0,0,0
0.7,d_19720501,99.3,96.6,91.5,71.6,35,0,0,0,0,0,0
2.3,d_19720601,97.5,94.9,77.8,48.4,16.6,0,0,0,0,0,0
1.3,d_19720701,98.7,96.5,86.9,74.5,42.3,0,0,0,0,0,0
2.2,d_19720801,97.9,94.2,65.5,48.1,33.5,0,0,0,0,0,0
0,d_19720901,100,99.9,95.1,83.8,59.1,0,0,0,0,0,0
16.1,d_19721001,84,66.4,38,23.6,17.2,0,0,0,0,0,0
64.1,d_19721101,29.2,7.9,0,0,0,0,6.7,2.1,0,0,0
76.5,d_19721201,9.5,4,0,0,0,0,13.9,2.6,0,0,0
78.1,d_19730101,11.2,4.7,0.1,0,0,0,10.7,1.1,0,0,0
55.1,d_19730201,4.6,2.7,0,0,0,0,40.3,6.7,0,0,0
37.9,d_19730301,2.6,0.1,0,0,0,0,59.4,26.7,0.4,0,0
31.8,d_19730401,1.6,0,0,0,0,0,66.5,28.2,1,0.1,0
28.9,d_19730501,0,0,0,0,0,0,71,33.6,1.5,0,0
23.4,d_19730601,0,0,0,0,0,0,76.6,40.4,2.6,0,0
53.1,d_19730701,2.5,0,0,0,0,0,44.5,14.9,0,0,0
78,d_19730801,10.2,6,0,0,0,0,11.8,0.5,0,0,0
71.1,d_19730901,7.8,3.8,0,0,0,0,21,0.9,0,0,0
74.4,d_19731001,8.3,3.6,0,0,0,0,17.3,0.8,0,0,0
77.6,d_19731101,19.9,7,0,0,0,0,2.5,0,0,0,0
0,d_19731201,100.1,89,65.5,49.5,23.1,0,0,0,0,0,0
64.9,d_19740101,33.3,12,0,0,0,0,1.8,0.1,0,0,0
29.8,d_19740201,70.2,41.7,6.7,0,0,0,0,0,0,0,0
44.1,d_19740301,55.9,23,2.1,0,0,0,0,0,0,0,0
50.3,d_19740401,49.6,13.4,0,0,0,0,0,0,0,0,0
54.2,d_19740501,45.8,8.2,0,0,0,0,0,0,0,0,0
72.3,d_19740601,27.7,1.7,0,0,0,0,0,0,0,0,0
86.6,d_19740701,9.5,0,0,0,0,0,3.9,0,0,0,0
80.3,d_19740801,17.1,0.1,0,0,0,0,2.5,0,0,0,0
91.8,d_19740901,2,0,0,0,0,0,6.1,0.8,0,0,0
50.8,d_19741001,45.4,19.1,1.5,0.6,0,0,3.8,0.2,0,0,0
71,d_19741101,22.2,6.1,0.3,0,0,0,6.8,4.3,0.5,0,0
70.5,d_19741201,25.8,4.8,0,0,0,0,3.7,1.2,0,0,0
45.3,d_19750101,54.7,31.3,2.2,0,0,0,0,0,0,0,0
28.4,d_19750201,71.6,44.9,10.5,2.6,0,0,0,0,0,0,0
33.3,d_19750301,66.7,35.6,8,1.1,0,0,0,0,0,0,0
38.2,d_19750401,61.9,25.1,1.4,0,0,0,0,0,0,0,0
34.1,d_19750501,65.9,23.7,2.3,0.2,0,0,0,0,0,0,0
45,d_19750601,55,14.4,1.5,0,0,0,0,0,0,0,0
5.2,d_19750701,94.9,81.3,13.1,1.1,0,0,0,0,0,0,0
7.1,d_19750801,92.8,84.4,18.7,2.5,0,0,0,0,0,0,0
11.5,d_19750901,88.4,68.5,12.5,5.2,0,0,0,0,0,0,0
30.9,d_19751001,69.1,42.5,7.7,1.6,0,0,0,0,0,0,0
30.6,d_19751101,67.5,42.9,8.4,1.9,0,0,1.9,0.2,0,0,0
6.3,d_19751201,93.7,80.2,29.7,9.8,0,0,0,0,0,0,0
0.1,d_19760101,99.9,98.4,91.3,86.4,69.7,0,0,0,0,0,0
39.1,d_19760201,60.9,30.6,6.6,2.7,0,0,0,0,0,0,0
28.7,d_19760301,71.3,45.6,8.9,4.1,0,0,0,0,0,0,0
48.6,d_19760401,51.4,32.7,3.3,0,0,0,0,0,0,0,0
58.1,d_19760501,40.5,27.8,0.5,0,0,0,1.4,0,0,0,0
52.7,d_19760601,46,32.8,3.2,0,0,0,1.3,0,0,0,0
66.8,d_19760701,32.3,19.8,0.8,0,0,0,0.9,0,0,0,0
59.8,d_19760801,40.2,13.5,1.6,0,0,0,0,0,0,0,0
32.1,d_19760901,0,0,0,0,0,0,67.9,37.8,0,0,0
3.4,d_19761001,0,0,0,0,0,0,96.6,78.8,36.2,5.7,0
49.4,d_19761101,0,0,0,0,0,0,50.6,11.6,0,0,0
58.2,d_19761201,2.2,0,0,0,0,0,39.6,7.9,0,0,0
76.7,d_19770101,0.1,0,0,0,0,0,23.1,6.9,0,0,0
84.7,d_19770201,12.1,3,0,0,0,0,3.3,0,0,0,0
83.8,d_19770301,15.3,7.3,0,0,0,0,1,0,0,0,0
76.6,d_19770401,23.4,11.2,2,0,0,0,0,0,0,0,0
86,d_19770501,11.6,6.5,0,0,0,0,2.4,0,0,0,0
18.5,d_19770601,81.4,35.1,4.9,0.4,0,0,0,0,0,0,0
0,d_19770701,99.9,82.2,8.5,1.7,0,0,0,0,0,0,0
89.9,d_19770801,1,0,0,0,0,8.8,0.3,0,0,0,0
79,d_19770901,3.6,0,0,0,0,0,17.4,0,0,0,0
85.7,d_19771001,9.3,5,0,0,0,0,4.9,0,0,0,0
60,d_19771101,5.8,2.1,0,0,0,0,34.2,7.9,0,0,0
22.2,d_19771201,0,0,0,0,0,0,77.9,59.3,2.8,0,0
0.4,d_19780101,0,0,0,0,0,0,99.6,97.8,80,50,2.7
0,d_19780201,0,0,0,0,0,0,100.1,98.9,85.2,66.2,8.8
0,d_19780301,0,0,0,0,0,0,100,100,93.2,76.3,45.1
0,d_19780401,0,0,0,0,0,0,100,100,99.1,84.9,51.6
0,d_19780501,0,0,0,0,0,0,100.1,100.1,86.4,54,28.7
0,d_19780601,0,0,0,0,0,0,100,100,92.5,63.4,29.1
0,d_19780701,0,0,0,0,0,0,100,100,95.2,72.3,41.7
0,d_19780801,0,0,0,0,0,0,100,100,90.6,60,41.6
0,d_19780901,0,0,0,0,0,0,100,100,75.8,43.8,26.8
0.3,d_19781001,0,0,0,0,0,0,99.7,84.7,38.3,27.8,18.8
6.3,d_19781101,0,0,0,0,0,0,93.7,78.5,31.4,20,9.3
46.5,d_19781201,3.8,0,0,0,0,0,49.7,27.8,2.2,0,0
22.7,d_19790101,0,0,0,0,0,0,77.3,50.7,3.9,0.2,0
37.2,d_19790201,0,0,0,0,0,0,62.8,32.4,1.5,0,0
8.3,d_19790301,0,0,0,0,0,0,91.7,71.5,7.5,0.4,0
11.8,d_19790401,0,0,0,0,0,0,88.1,69.1,5.3,0.3,0
11.4,d_19790501,0,0,0,0,0,0,88.6,73.6,13.4,1.7,0
12.4,d_19790601,0,0,0,0,0,0,87.6,70.9,36.2,2.2,0
2,d_19790701,0,0,0,0,0,0,98,86.8,56.6,33.6,4.3
0.7,d_19790801,0,0,0,0,0,0,99.3,90.3,50.5,27.2,2.3
0,d_19790901,0,0,0,0,0,0,100,92.4,37.3,10.7,0.1
16.7,d_19791001,0,0,0,0,0,0,83.4,53.2,18.4,5.1,0
29.5,d_19791101,0,0,0,0,0,0,70.5,52.1,21.1,12.1,0
42.1,d_19791201,30.3,25.3,15.3,5.9,0.2,0,27.6,13.4,0.2,0,0
4.8,d_19800101,0,0,0,0,0,0,95.1,73.2,22.3,13.9,2.5
0,d_19800201,0,0,0,0,0,0,100.1,100.1,85.6,54.6,20.6
0,d_19800301,0,0,0,0,0,0,100,100,89.6,57.4,21.6
0,d_19800401,0,0,0,0,0,0,100,99.9,74.7,43,13.1
0,d_19800501,0,0,0,0,0,0,100.1,99.5,69.6,40.5,6
0,d_19800601,0,0,0,0,0,0,100,100,81.9,51.5,11.1
0,d_19800701,0,0,0,0,0,0,100,100,98.4,72.2,21.6
0,d_19800801,0,0,0,0,0,0,100.1,100.1,90.2,65.4,17.6
0,d_19800901,0,0,0,0,0,0,100,100,92.5,69.5,29.5
0.3,d_19801001,0,0,0,0,0,0,99.8,92.4,53.7,30.9,2.1
92.7,d_19801101,4.1,0,0,0,0,0,3.2,0.1,0,0,0
9.5,d_19801201,90.5,73.4,21.1,9.5,0.2,0,0,0,0,0,0
2.2,d_19810101,97.8,88.5,29.3,4,0,0,0,0,0,0,0
0.1,d_19810201,99.8,96.2,59.4,20.8,0.9,0,0,0,0,0,0
29.7,d_19810301,70.4,51,6.3,0,0,0,0,0,0,0,0
22.3,d_19810401,77.7,64.4,18.4,3,0,0,0,0,0,0,0
46.1,d_19810501,53.9,33.5,6.5,0,0,0,0,0,0,0,0
45.4,d_19810601,54.6,33.6,4.1,0,0,0,0,0,0,0,0
43.9,d_19810701,56.1,34.2,4.3,0,0,0,0,0,0,0,0
53.1,d_19810801,46.8,21.1,0,0,0,0,0.1,0,0,0,0
74.4,d_19810901,6.1,0,0,0,0,0,19.5,3.6,0,0,0
53.8,d_19811001,12.1,0.4,0,0,0,0,34,12.2,0,0,0
41.2,d_19811101,3.9,0,0,0,0,0,54.9,38.6,10,1.7,0
52.1,d_19811201,40.6,27.7,14.5,4.6,0,0,7.3,0.3,0,0,0
81.8,d_19820101,12.7,0,0,0,0,0,5.4,0.4,0,0,0
64.7,d_19820201,35.3,8.9,0,0,0,0,0,0,0,0,0
86.1,d_19820301,6.9,0.1,0,0,0,0,7,0.6,0,0,0
78.2,d_19820401,5.7,0,0,0,0,0,16.1,3.2,0,0,0
74,d_19820501,0,0,0,0,0,0,26,4.8,0,0,0
85.3,d_19820601,0,0,0,0,0,0,14.7,1.5,0,0,0
73.2,d_19820701,0,0,0,0,0,0,26.8,4.6,0,0,0
60,d_19820801,0,0,0,0,0,0,40,17,1.6,0,0
15.1,d_19820901,0,0,0,0,0,0,84.9,56.4,7.4,0.1,0
22.8,d_19821001,0,0,0,0,0,0,77.2,57.4,9.4,1.2,0
5.4,d_19821101,0,0,0,0,0,0,94.6,85.6,62.7,36.9,13.6
1,d_19821201,0,0,0,0,0,0,98.9,91.2,59,21.8,0
4.3,d_19830101,0,0,0,0,0,0,95.7,87.1,45,5,0
6.3,d_19830201,0,0,0,0,0,0,93.7,82.7,43,8.8,0
0,d_19830301,0,0,0,0,0,0,100,98.5,90.4,62.8,20.7
0,d_19830401,0,0,0,0,0,0,100,98.2,88.9,76.4,20.8
0,d_19830501,0,0,0,0,0,0,100,93,77.9,59.8,21.3
0,d_19830601,0,0,0,0,0,0,100,98.9,73,54.3,19.1
0,d_19830701,0,0,0,0,0,0,99.9,99,75.6,64,22.5
0,d_19830801,0,0,0,0,0,0,100.1,100.1,98.9,88.7,45.9
0,d_19830901,0,0,0,0,0,0,100.1,100.1,97.4,89.5,24.1
0,d_19831001,0,0,0,0,0,0,100,100,100,100,84.2
0,d_19831101,0,0,0,0,0,0,100,100,100,100,90
0,d_19831201,0,0,0,0,0,0,100,100,75.2,50,5.3
12.4,d_19840101,0,0,0,0,0,0,87.6,56.7,15.9,4.1,0
51.4,d_19840201,0.1,0,0,0,0,0,48.6,21.2,2.3,0,0
69.6,d_19840301,5.7,0.4,0,0,0,0,24.6,11.1,0,0,0
58.2,d_19840401,10.4,1.3,0,0,0,0,31.4,14.9,0.8,0,0
30,d_19840501,70,43.3,10.5,0,0,0,0,0,0,0,0
12.7,d_19840601,87.3,68.3,13.9,0,0,0,0,0,0,0,0
40.9,d_19840701,58.9,32.7,3.2,0.3,0,0,0.1,0,0,0,0
60.1,d_19840801,28.5,14.9,6.3,4.3,0.9,0,11.5,2.4,0,0,0
66.3,d_19840901,29.8,18.2,7.6,6.3,5.3,0,3.9,0,0,0,0
64.2,d_19841001,20.2,10.7,6.3,5.6,3.7,0,15.5,3.7,0,0,0
23.8,d_19841101,6.2,5.2,0.4,0,0,0,70,53.9,11.1,0.6,0
0,d_19841201,0,0,0,0,0,0,99.9,99.8,94.5,86.7,43.9
1,d_19850101,0,0,0,0,0,0,98.9,93.9,85.7,65.6,27.1
7.6,d_19850201,0,0,0,0,0,0,92.4,87.5,58.1,25,0.3
12.2,d_19850301,0,0,0,0,0,0,87.8,73.4,30,5,0
46.8,d_19850401,0.2,0,0,0,0,0,53,30.2,1.2,0,0
73.6,d_19850501,3.3,0.1,0,0,0,0,23,13.6,0,0,0
69.6,d_19850601,4.2,0.4,0,0,0,0,26.2,18,0,0,0
61.3,d_19850701,0.6,0,0,0,0,0,38,25.5,3.1,0,0
86,d_19850801,2.8,0,0,0,0,0,11.2,4.9,0,0,0
25.1,d_19850901,75,60.7,47.7,23.8,7.9,0,0,0,0,0,0
19.7,d_19851001,80.2,75,52.5,36.8,11.6,0,0,0,0,0,0
45,d_19851101,35.1,16.7,0,0,0,0,19.9,3.2,0,0,0
56,d_19851201,23.2,5.7,0,0,0,0,20.8,3.8,0,0,0
67.5,d_19860101,24.7,13.9,0,0,0,0,7.7,0,0,0,0
55.9,d_19860201,22.9,9.2,0,0,0,0,21.2,1.4,0,0,0
72,d_19860301,2.9,0,0,0,0,0,25.1,0.5,0,0,0
88.6,d_19860401,1.9,0,0,0,0,0,9.5,0,0,0,0
81.3,d_19860501,0,0,0,0,0,0,18.7,4.4,0,0,0
89.9,d_19860601,0,0,0,0,0,0,10.1,0,0,0,0
75.2,d_19860701,0,0,0,0,0,0,24.8,8.6,0,0,0
84,d_19860801,11.5,3.5,0,0,0,0,4.5,0,0,0,0
83.3,d_19860901,3.5,0,0,0,0,0,13.3,3.7,0,0,0
68.2,d_19861001,1,0,0,0,0,0,30.7,14.2,0,0,0
66.4,d_19861101,0.1,0,0,0,0,0,33.6,11.5,1.9,0,0
61.9,d_19861201,4.3,0.3,0,0,0,0,33.7,18.8,3.3,0,0
65,d_19870101,1.3,0,0,0,0,0,33.7,17.1,0,0,0
69.3,d_19870201,11.8,0.7,0,0,0,0,19.1,0.4,0,0,0
78.7,d_19870301,11.1,1.5,0,0,0,0,10.1,0,0,0,0
71.7,d_19870401,27.2,3.7,0,0,0,0,1.2,0,0,0,0
77.6,d_19870501,20.2,4.3,0.1,0,0,0,2.2,0,0,0,0
80.6,d_19870601,15.4,5.6,1.3,0,0,0,3.9,1.4,0,0,0
71.2,d_19870701,22,12.7,1,0,0,0,6.8,1.8,0,0,0
65.4,d_19870801,33.8,19.5,1.9,0,0,0,0.8,0,0,0,0
52.4,d_19870901,46.8,17.5,1.5,0,0,0,0.8,0,0,0,0
86.4,d_19871001,6.6,0.8,0,0,0,0,7,1.1,0,0,0
15,d_19871101,0,0,0,0,0,0,85,61.8,6.2,0.5,0
6.9,d_19871201,0,0,0,0,0,0,93.2,75.5,27.4,2.2,0
8.8,d_19880101,0,0,0,0,0,0,91.2,74,28.9,6.2,0
21.9,d_19880201,0,0,0,0,0,0,78,49.5,1,0,0
61.6,d_19880301,0.6,0,0,0,0,0,37.7,11.4,0,0,0
21.4,d_19880401,0,0,0,0,0,0,78.6,41.2,2.2,0,0
17.4,d_19880501,0,0,0,0,0,0,82.6,65.6,6.7,0,0
17,d_19880601,0,0,0,0,0,0,83,65.8,7.5,0,0
42.1,d_19880701,5.1,0.6,0,0,0,0,52.8,12.9,0,0,0
25,d_19880801,6.4,0,0,0,0,0,68.5,29.9,0,0,0
49.4,d_19880901,7.4,1,0,0,0,0,43.2,9.6,0,0,0
60.5,d_19881001,14.4,5.1,0.1,0,0,0,25.1,5.7,0,0,0
57.3,d_19881101,12.6,1.5,0,0,0,0,30.1,9.9,0,0,0
48.7,d_19881201,4.9,0.1,0,0,0,0,46.3,20,0,0,0
64,d_19890101,15.8,3.4,0.1,0,0,0,20.1,3.7,0,0,0
62.5,d_19890201,35,11.7,0.4,0,0,0,2.4,0,0,0,0
55.4,d_19890301,44.6,23.2,2,0.1,0,0,0,0,0,0,0
54.9,d_19890401,45.2,27.3,3.6,0.4,0,0,0,0,0,0,0
0,d_19890501,100,90.7,28,9.1,0,0,0,0,0,0,0
0,d_19890601,99.9,77.7,19.4,4.4,0,0,0,0,0,0,0
0,d_19890701,100,77.3,19,1.6,0,0,0,0,0,0,0
0.1,d_19890801,99.8,78.4,15.5,0.2,0,0,0,0,0,0,0
1.2,d_19890901,98.8,71.1,10.2,0,0,0,0,0,0,0,0
0,d_19891001,100,94.9,82.5,72.8,46.4,0,0,0,0,0,0
0,d_19891101,100,99.7,92.5,81.2,65.1,0,0,0,0,0,0
0,d_19891201,100,100,98.6,94.9,71.8,0,0,0,0,0,0
0.4,d_19900101,99.7,95.4,66.3,26.3,4.8,0,0,0,0,0,0
0,d_19900201,100,93,74.4,43.3,5.4,0,0,0,0,0,0
0,d_19900301,100,99.9,80.7,64.8,17.4,0,0,0,0,0,0
0,d_19900401,100,97.8,77,45.6,11.8,0,0,0,0,0,0
1.2,d_19900501,98.7,90.7,65.7,43.7,17.6,0,0,0,0,0,0
7.1,d_19900601,92.9,88.6,51.3,33.4,5.4,0,0,0,0,0,0
20,d_19900701,79.9,60.9,25.8,14.7,0,0,0,0,0,0,0
24,d_19900801,76,45.6,12.2,0.9,0,0,0,0,0,0,0
60.1,d_19900901,31.2,12.4,0,0,0,0,8.8,4.8,0,0,0
50.7,d_19901001,42.2,23.9,12.8,4.6,0,0,7,2.5,0,0,0
45.7,d_19901101,44.7,34.4,14.9,6.1,0.9,0,9.7,5.5,0,0,0
46.4,d_19901201,46,35.4,17.3,4.1,0,0,7.6,2.5,0,0,0
45.7,d_19910101,41.7,29.5,7.7,1.3,0,0,12.5,4.8,0,0,0
59.9,d_19910201,31.2,10.7,0,0,0,0,8.9,0,0,0,0
47.3,d_19910301,0,0,0,0,0,0,52.6,16.9,0,0,0
71.5,d_19910401,0,0,0,0,0,0,28.5,1.7,0,0,0
71.5,d_19910501,0,0,0,0,0,0,28.5,8.6,0,0,0
76.1,d_19910601,0,0,0,0,0,0,23.9,0.3,0,0,0
49.6,d_19910701,0,0,0,0,0,0,50.5,8.8,0.3,0,0
45.7,d_19910801,0,0,0,0,0,0,54.3,8.6,0,0,0
3.8,d_19910901,0,0,0,0,0,0,96.3,62.5,3,0,0
11.2,d_19911001,0,0,0,0,0,0,88.9,71,7.9,0.6,0
16.9,d_19911101,0,0,0,0,0,0,83.2,65,6.6,1.9,0
69,d_19911201,26.6,9.9,0.6,0,0,0,4.5,1.3,0,0,0
87.1,d_19920101,8.5,0,0,0,0,0,4.4,0.5,0,0,0
15.2,d_19920201,0,0,0,0,0,0,84.7,62.6,4.8,0,0
0.9,d_19920301,0,0,0,0,0,0,99.1,92.9,75,45.2,4.6
5.4,d_19920401,0,0,0,0,0,0,94.7,90.7,68.4,38.2,0
5,d_19920501,0,0,0,0,0,0,95,91.2,81,58.7,2.7
5.8,d_19920601,0,0,0,0,0,0,94.2,90.7,79.4,50.8,0
3.3,d_19920701,0,0,0,0,0,0,96.6,91.7,81.7,61.2,6
0.1,d_19920801,0,0,0,0,0,0,99.9,93.7,82.2,56.8,10.1
0.2,d_19920901,0,0,0,0,0,0,99.8,93.8,68,39.4,3.1
0,d_19921001,0,0,0,0,0,0,100,100,91.8,73.4,25.1
4.6,d_19921101,0,0,0,0,0,0,95.4,76.1,18.5,3.4,1.2
48.4,d_19921201,7.6,0.7,0,0,0,0,44,18.6,1.8,0.3,0
0,d_19930101,0,0,0,0,0,0,100,100,81.4,48.3,21.7
0,d_19930201,0,0,0,0,0,0,100,100,99.2,88.1,53.6
0,d_19930301,0,0,0,0,0,0,100,100,95.7,76.2,32
0,d_19930401,0,0,0,0,0,0,100.1,100.1,96.2,82.1,27.1
0,d_19930501,0,0,0,0,0,0,100,100,100,87.2,42.4
0,d_19930601,0,0,0,0,0,0,100,100,100,99.1,67.7
0,d_19930701,0,0,0,0,0,0,100,100,100,99.7,53.5
0,d_19930801,0,0,0,0,0,0,100.1,100.1,100.1,98.4,54.2
0,d_19930901,0,0,0,0,0,0,100,100,92.6,48.3,4.2
41.1,d_19931001,3.4,0,0,0,0,0,55.5,14.6,0,0,0
19.7,d_19931101,80.3,67.5,48.1,36.3,18.9,0,0,0,0,0,0
0.2,d_19931201,99.9,87.6,64.9,41.2,11.8,0,0,0,0,0,0
0,d_19940101,100,95,72.5,48.2,13.4,0,0,0,0,0,0
3.5,d_19940201,96.5,86.9,44,21.1,0.8,0,0,0,0,0,0
6.2,d_19940301,93.9,72.9,29.7,15,2,0,0,0,0,0,0
12,d_19940401,87.9,50,24.6,3.6,0,0,0,0,0,0,0
25.4,d_19940501,74.5,55,17.3,2.7,0,0,0,0,0,0,0
32.6,d_19940601,67.5,45.8,7.5,0.1,0,0,0,0,0,0,0
32.7,d_19940701,67.3,54.5,11.3,1.2,0,0,0,0,0,0,0
28.1,d_19940801,72,60.3,30.3,3.1,0,0,0,0,0,0,0
33.2,d_19940901,66.9,51.5,10.8,0,0,0,0,0,0,0,0
38.4,d_19941001,57.5,36.1,1.6,0,0,0,4,0,0,0,0
42.5,d_19941101,57.5,41,16.7,8.6,1.8,0,0,0,0,0,0
77.1,d_19941201,20.9,10,2.3,0,0,0,2,0,0,0,0
